altura,peso
174.47,59.56
181.5,63.46
171.17,55.41
174.07,60.96
178.52,58.04
171.84,50.35
170.71,55.98
168.45,48.5
162.04,52.17
176.94,59.94
174.37,58.45
171.09,55.45
178.66,59.73
171.07,53.75
169.85,51.89
176.6,57.69
175.01,67.11
177.83,64.6
179.32,66.14
174.19,64.1
164.68,44.55
166.42,54.57
164.99,54.08
168.41,56.26
176.49,48.19
176.52,60.08
174.78,56.83
175.92,61.82
171.18,60.95
179.99,57.89
167.14,59.39
164.13,59.12
178.27,64.04
165.43,65.87
168.32,55.4
171.82,61.24
180.11,58.56
175.11,63.68
177.52,51.41
171.53,62.69
165.44,53.58
174.63,57.32
169.28,51.74
167.58,54.83
174.59,59.14
166.83,59.58
166.52,52.18
171.94,57.71
169.73,51.86
173.91,59.51
175.0,60.92
165.31,52.34
182.29,53.16
177.51,56.53
164.77,57.33
178.05,64.23
171.09,59.29
172.77,65.53
169.5,58.35
166.7,57.76
167.12,52.78
179.36,58.67
182.23,55.99
171.45,59.45
168.49,54.75
172.53,61.02
174.32,59.54
170.44,51.64
163.05,47.45
179.65,57.04
160.36,53.89
175.89,58.91
163.89,54.18
168.57,57.28
171.78,56.76
171.34,55.9
175.21,55.51
168.67,57.29
174.07,59.8
165.83,50.59
173.17,67.85
175.19,54.51
179.21,58.84
175.04,55.02
173.69,58.01
178.61,52.0
172.42,63.95
171.26,44.9
177.95,58.64
178.3,66.07
168.06,47.24
168.6,58.39
177.8,59.37
175.24,66.42
175.12,63.36
165.09,55.94
175.54,56.71
172.55,52.65
170.22,61.08
165.93,64.23
181.49,61.06
172.75,56.44
164.79,51.05
173.1,54.19
169.33,52.81
174.41,56.05
171.16,56.0
173.97,54.88
169.64,50.19
175.84,52.57
167.56,58.0
168.54,55.09
174.09,59.76
167.93,46.57
173.45,50.97
171.29,55.08
167.91,49.58
174.03,57.69
171.09,55.58
166.82,60.08
169.89,60.63
165.41,55.1
174.29,57.56
167.97,51.49
179.92,62.32
175.01,66.11
168.19,58.8
172.89,60.53
173.58,57.57
174.77,62.6
170.33,52.76
167.79,50.53
159.33,53.19
180.86,56.71
170.74,56.69
166.77,50.35
172.89,56.89
178.06,63.15
169.43,54.86
172.0,59.83
159.19,49.93
165.85,48.18
170.7,54.33
170.93,65.51
173.84,60.48
179.79,66.38
168.64,58.13
170.79,50.98
176.12,63.79
166.05,53.72
181.6,56.47
179.91,60.48
168.27,51.27
165.75,51.54
165.63,57.14
175.53,57.37
180.71,57.08
169.65,58.51
176.05,69.62
164.85,60.03
166.25,51.75
175.99,54.3
166.51,51.01
177.11,62.4
170.33,52.19
177.86,60.41
181.36,65.26
165.6,57.37
169.11,55.7
176.27,60.9
173.85,56.54
184.76,55.64
171.37,61.15
183.1,67.38
168.95,60.94
173.99,62.46
176.56,63.67
184.6,72.88
164.79,53.35
169.71,59.67
162.84,58.2
178.28,57.82
163.52,50.52
172.22,58.37
176.12,58.69
166.13,59.99
176.73,63.36
168.2,51.58
166.44,46.48
169.71,61.99
170.39,57.57
168.71,60.56
164.34,48.71
170.87,56.4
169.01,51.52
174.71,60.19
172.96,58.75
166.76,49.09
170.93,58.97
179.0,64.05
174.68,63.46
170.97,60.91
181.43,60.33
175.97,62.59
174.28,55.46
178.78,65.59
175.02,51.57
177.69,62.42
175.47,57.47
174.2,57.9
176.68,61.25
172.4,59.65
172.83,56.86
176.83,59.28
171.15,57.5
177.97,60.66
166.95,57.3
174.42,54.73
175.87,65.39
171.72,57.88
170.25,59.39
174.07,59.03
172.88,59.91
177.53,54.91
177.69,57.75
181.27,57.37
180.41,60.19
171.34,56.68
166.75,50.51
179.2,53.62
164.42,57.66
173.73,57.25
169.57,64.23
178.72,65.06
172.92,55.15
180.22,70.08
166.54,56.2
176.36,48.25
170.97,57.55
180.14,60.36
174.53,54.94
168.93,60.21
178.46,58.97
170.6,50.41
178.42,54.85
176.87,59.78
168.24,54.18
177.38,57.15
174.5,59.34
176.87,63.11
180.33,61.11
179.55,67.73
176.19,56.0
173.06,53.06
179.82,54.87
168.11,44.45
176.33,63.98
175.3,53.35
170.87,56.43
174.96,65.29
171.04,56.79
174.41,64.7
168.22,58.6
174.67,55.55
176.61,52.26
181.59,64.67
168.93,60.62
172.25,55.84
165.72,55.31
167.69,45.56
166.32,52.7
173.13,57.03
165.16,60.98
169.89,58.97
171.2,43.72
166.78,49.55
172.61,58.05
161.61,50.28
175.73,49.07
169.04,47.95
175.86,50.03
175.93,53.51
167.62,55.72
182.2,56.85
168.79,52.36
168.64,61.75
169.71,57.65
172.44,56.69
172.33,55.06
176.19,61.13
163.51,56.09
185.16,62.97
170.17,52.72
182.15,60.95
178.04,61.59
174.17,65.41
175.26,61.26
175.79,54.81
176.44,60.61
179.81,59.19
174.72,53.73
172.54,61.45
168.87,57.25
165.79,45.98
166.39,44.77
171.3,52.42
175.67,68.59
172.31,52.34
168.9,59.66
174.47,53.0
171.22,64.52
174.49,58.3
170.51,54.09
176.72,56.8
178.7,58.03
180.42,61.78
170.22,54.13
182.03,63.52
173.08,47.28
177.55,66.12
174.39,53.75
172.37,50.05
171.71,56.66
173.79,64.97
163.31,50.53
178.45,59.39
170.0,53.08
173.05,50.92
173.93,57.14
179.59,58.99
184.1,63.26
169.17,55.05
176.6,58.36
176.57,62.99
175.59,66.31
169.7,58.2
170.06,57.68
166.56,60.26
170.17,55.56
172.88,64.21
170.52,67.95
174.72,63.68
178.81,57.96
170.61,50.86
171.81,56.78
174.31,59.67
170.14,58.89
180.74,65.21
171.6,58.99
173.25,59.87
169.63,58.58
164.34,53.5
168.27,53.67
171.47,50.47
178.78,60.12
168.37,62.98
168.7,50.1
172.5,54.7
168.73,59.19
179.11,65.73
175.84,53.2
172.72,55.59
176.93,63.59
183.31,61.77
176.51,53.86
163.54,51.62
163.96,52.02
173.32,51.17
172.79,53.18
168.73,43.42
177.46,67.39
170.08,50.72
174.82,56.82
169.93,58.81
170.97,57.25
171.5,56.2
169.7,62.51
167.19,54.52
181.32,65.64
166.01,52.43
160.66,47.64
166.6,55.57
172.18,62.57
174.28,53.63
169.93,53.37
177.86,63.31
168.21,57.75
172.06,64.59
174.99,59.73
175.57,60.44
171.32,55.85
171.86,54.58
180.23,59.46
182.7,69.94
170.93,60.06
162.44,56.41
177.37,62.1
173.67,51.95
172.61,65.69
169.11,56.23
172.01,64.03
162.38,48.39
176.43,58.83
174.84,59.63
167.51,58.03
167.01,57.8
179.01,63.06
165.07,52.39
171.23,57.97
173.7,55.44
177.94,65.25
170.36,45.44
175.51,57.06
167.55,50.34
169.1,52.1
170.94,57.06
180.88,63.29
173.08,56.87
173.58,59.88
167.47,59.96
168.42,49.03
170.4,50.01
171.53,53.52
172.79,52.49
174.77,49.1
172.35,56.32
176.73,60.99
165.99,46.39
169.32,45.49
179.51,64.24
178.14,62.0
171.25,52.0
176.46,52.06
171.77,61.67
170.64,59.65
163.72,57.01
175.15,55.36
171.81,58.59
164.67,51.19
175.95,58.77
169.75,53.3
183.48,68.72
165.13,43.47
173.59,57.48
169.22,59.02
170.4,60.66
175.39,58.09
173.32,60.71
173.67,61.32
170.28,62.85
179.85,60.28
169.5,64.31
166.93,49.08
168.71,50.6
171.65,60.82
176.69,58.59
171.77,54.95
165.51,55.37
170.7,59.11
176.76,57.88
164.83,51.09
173.62,57.38
167.21,56.41
168.11,57.27
178.63,58.94
162.74,52.88
170.62,50.89
164.91,59.04
171.28,60.59
174.83,53.89
175.42,54.34
177.11,58.73
168.74,56.26
172.29,58.82
166.44,54.23
176.47,68.02
167.36,54.48
180.15,63.7
161.22,45.71
165.2,62.13
170.59,59.11
176.21,48.35
177.15,59.25
174.46,61.63
170.81,53.15
165.29,47.95
170.92,56.5
177.33,57.63
179.12,54.91
169.23,59.5
169.91,54.98
172.22,47.72
172.66,59.22
170.22,53.8
164.11,54.57
168.12,49.33
172.9,55.95
172.65,50.75
162.95,58.35
177.19,54.67
163.38,47.41
176.09,58.13
181.54,69.35
163.65,48.94
172.84,63.44
173.76,56.41
177.55,60.67
172.79,61.01
182.83,69.24
170.35,51.88
171.38,65.29
167.02,56.22
175.56,53.37
176.83,58.25
163.64,42.41
174.91,56.4
181.24,67.9
165.78,49.76
170.37,53.03
170.62,59.58
166.96,42.75
174.46,60.54
175.53,47.79
172.84,54.45
176.29,58.28
180.72,69.86
171.64,56.27
168.14,51.65
172.4,66.92
166.02,63.14
177.31,70.59
169.29,54.21
174.88,58.34
177.38,61.5
165.93,54.24
164.43,59.24
161.24,45.47
175.97,65.73
174.89,59.2
169.41,48.1
163.3,56.45
168.54,58.28
177.1,55.64
169.58,54.89
173.92,62.13
182.04,71.31
178.6,60.9
170.88,56.8
176.62,69.5
184.85,69.06
177.18,59.87
176.07,51.66
171.7,51.6
174.77,57.37
167.92,47.84
169.29,53.04
176.66,70.54
178.38,66.11
174.68,58.79
175.64,64.1
166.82,52.45
173.14,48.98
171.73,56.18
178.42,56.83
175.74,64.31
174.79,59.74
168.48,52.01
171.25,63.4
171.63,55.53
163.45,60.2
174.18,61.04
170.32,53.28
172.97,56.38
181.81,53.26
177.97,67.96
166.83,56.48
167.83,50.88
171.64,47.42
170.56,55.52
175.38,60.15
175.77,66.03
177.07,58.45
165.85,51.44
161.65,54.77
171.31,55.16
170.85,70.52
176.97,68.36
176.53,58.21
176.27,60.3
176.83,58.13
170.05,57.1
165.36,45.84
179.34,60.44
177.3,60.2
162.77,54.08
182.24,59.99
177.45,63.01
179.27,54.99
176.24,48.57
186.46,58.88
170.48,55.09
168.17,54.79
174.13,55.16
168.14,50.88
177.71,64.44
176.0,58.69
172.35,51.91
172.63,64.23
174.12,56.19
174.64,56.21
169.05,60.97
179.32,59.09
170.25,54.39
171.23,52.69
175.77,53.12
179.85,65.41
171.73,50.01
175.38,56.28
168.72,60.79
170.48,48.83
168.38,47.3
178.49,63.06
171.95,58.81
169.81,65.23
171.74,63.87
178.16,62.25
180.48,53.04
161.01,58.51
182.36,60.28
164.78,49.2
169.28,56.41
169.33,55.67
171.09,59.96
172.18,64.38
171.85,55.38
172.71,54.76
170.7,59.43
171.87,50.4
179.81,56.35
166.63,51.54
174.71,64.31
177.73,70.04
185.13,63.08
173.92,61.22
169.66,61.84
170.96,61.89
176.0,62.56
173.46,63.88
175.29,57.02
172.34,55.87
168.97,54.38
178.52,61.5
172.16,62.65
170.84,53.19
171.56,54.9
177.96,67.69
176.42,60.86
171.79,52.89
175.19,53.79
168.36,58.94
177.17,47.48
176.33,58.05
180.51,69.0
173.57,63.25
170.48,60.08
171.41,48.61
167.35,54.57
167.2,46.43
175.65,58.65
172.06,59.91
173.53,60.4
165.46,53.47
168.28,54.63
170.89,51.4
181.02,58.78
170.82,55.51
168.75,55.08
169.79,48.96
177.18,63.92
175.43,60.61
176.94,59.08
175.1,56.84
170.59,49.37
176.27,59.31
173.6,61.63
179.1,61.24
176.49,56.11
169.94,45.42
173.06,55.15
181.08,62.65
178.35,53.92
174.09,67.42
175.22,53.6
170.79,60.39
174.95,55.99
178.09,61.54
177.2,59.99
176.09,53.32
174.89,51.13
171.48,56.17
171.9,60.25
173.49,63.72
172.26,57.21
165.54,50.29
170.74,59.71
166.9,57.63
169.22,61.36
177.9,67.48
176.73,63.12
175.42,62.84
171.44,48.18
163.8,43.39
171.03,58.32
166.96,64.38
168.26,63.22
176.65,62.02
180.12,63.2
171.33,55.95
169.7,59.62
167.83,58.17
166.33,55.39
172.65,52.56
173.18,58.11
174.63,58.3
178.89,62.87
172.32,55.65
177.4,58.49
173.23,57.07
174.05,57.37
164.92,56.04
169.99,60.64
177.17,57.21
177.46,56.47
168.26,59.7
168.46,61.4
185.02,64.49
171.19,59.62
165.15,52.2
179.31,64.87
178.23,66.37
171.34,61.85
170.86,56.04
177.34,59.93
168.27,59.18
176.87,68.28
171.61,62.85
175.8,59.66
178.41,60.61
174.62,63.92
178.32,57.5
173.23,59.61
175.31,65.05
171.88,58.51
162.74,62.97
169.15,56.84
163.11,49.68
171.0,50.76
173.39,56.4
175.53,64.5
170.85,49.86
171.61,53.17
171.97,54.38
175.05,54.28
169.56,50.4
161.55,51.54
172.61,59.89
178.11,62.08
174.05,55.38
173.41,57.58
172.81,59.97
161.84,51.21
160.72,55.97
171.31,65.57
180.17,56.31
164.99,56.33
172.29,60.99
166.83,53.24
172.36,48.19
174.35,57.27
170.56,65.62
173.11,58.35
169.57,54.69
168.02,56.46
177.89,61.5
161.62,55.96
172.71,58.01
162.22,45.87
177.66,60.69
173.58,60.87
171.95,57.88
170.51,52.51
174.65,51.95
166.62,55.85
168.44,45.62
176.38,64.05
176.21,60.24
173.81,58.37
164.34,56.97
177.11,44.51
173.77,60.65
166.01,53.06
170.51,59.41
169.98,57.75
176.02,62.71
175.49,59.71
172.58,58.43
177.2,67.11
172.88,56.55
171.44,67.47
170.48,51.43
165.31,50.6
172.35,59.71
168.29,50.88
177.92,63.22
180.87,60.98
177.16,62.5
181.47,61.96
177.66,64.18
169.85,54.05
175.81,58.25
169.52,58.05
176.82,62.89
180.05,48.84
166.68,60.03
166.31,49.4
169.12,55.31
171.2,54.48
169.02,45.48
173.24,59.89
173.57,58.59
169.79,50.13
170.56,48.04
175.15,59.11
171.35,61.36
177.14,63.13
177.35,58.48
176.94,53.81
188.01,56.35
164.79,57.66
173.86,56.84
175.79,62.79
174.57,58.44
171.5,50.21
175.85,66.57
176.73,55.66
170.51,56.23
174.61,62.81
165.19,46.75
170.48,61.58
170.89,48.0
166.42,51.72
173.89,57.15
173.48,56.99
171.26,53.86
171.88,64.61
182.42,66.64
174.54,58.49
169.12,55.53
176.22,54.88
173.84,61.55
164.39,55.58
174.06,56.85
176.16,60.82
175.77,53.27
170.19,54.83
169.92,51.25
173.62,61.61
171.03,53.75
177.36,62.91
170.43,58.08
174.09,58.8
180.92,58.44
174.08,59.04
177.4,61.12
176.22,69.56
179.67,62.88
174.81,60.75
178.24,57.26
170.94,65.06
178.49,60.56
172.5,60.73
176.64,61.22
172.89,56.32
179.13,56.22
178.24,61.53
173.95,60.21
168.98,45.53
178.37,64.23
164.6,50.32
167.62,51.75
178.36,61.4
164.17,57.73
176.54,65.11
172.57,62.27
174.26,58.4
177.15,59.4
178.54,61.51
178.25,68.43
173.55,58.01
172.48,55.94
169.75,56.09
178.49,60.44
170.66,57.87
172.54,50.53
176.72,59.09
164.88,64.08
170.79,48.96
169.5,58.33
167.91,56.28
169.92,56.34
177.74,52.8
178.92,63.23
178.09,68.39
167.64,61.17
177.69,65.39
176.87,59.01
165.95,55.01
164.25,55.2
171.72,60.71
165.7,57.78
175.1,57.92
168.27,59.4
171.51,53.77
175.23,52.12
174.86,52.4
169.9,49.72
170.47,58.26
180.35,60.54
177.79,60.09
171.84,60.03
169.21,55.23
167.95,52.54
172.86,64.44
172.03,64.69
170.02,54.56
178.24,59.41
168.52,62.73
170.32,55.02
181.15,63.03
171.79,55.02
183.79,54.21
171.56,64.47
179.04,58.92
173.82,58.44
164.29,49.34
173.94,60.88
169.11,56.48
170.93,58.59
170.69,54.96
170.24,59.49
168.82,54.28
182.05,63.2
174.12,65.28
174.39,54.57
169.76,46.92
177.91,60.26
166.62,61.13
170.45,61.41
172.14,50.4
173.55,52.38
173.96,56.12
170.27,52.75
169.98,66.83
172.4,52.82
170.89,59.24
168.92,59.4
173.54,60.43
178.72,65.42
165.48,59.58
172.77,60.7
174.22,55.54
175.37,59.37
169.88,56.32
171.17,63.41
173.62,55.94
173.11,54.23
177.19,64.5
166.18,54.41
172.41,57.04
177.18,58.54
167.1,53.05
172.5,54.5
180.52,64.86
170.17,55.49
170.75,54.5
179.65,71.39
164.44,49.24
176.63,61.34
175.51,54.84
171.96,60.18
174.79,56.54
174.62,56.83
169.1,55.2
170.69,57.79
170.81,55.9
172.22,56.44
182.82,62.71
177.54,65.21
163.65,50.93
172.61,62.19
166.42,60.78
166.39,44.46
163.89,51.38
175.47,59.4
182.99,64.34
165.34,49.36
168.97,57.26
166.92,56.83
172.1,60.66
165.57,50.12
172.07,60.1
176.08,56.66
178.4,61.15
171.14,53.65
176.97,54.16
167.36,48.74
172.34,60.53
170.08,54.57
174.84,56.47
173.98,60.12
174.6,55.52
165.68,57.67
182.83,65.66
174.45,60.8
170.5,53.8
170.21,47.66
168.79,60.34
170.9,60.85
179.62,54.87
171.79,51.78
157.04,45.79
169.71,55.85
169.04,52.22
177.48,60.31
174.98,60.54
162.22,39.99
171.38,61.15
176.18,61.81
171.87,56.43
162.81,50.81
178.09,63.91
173.26,54.49
173.53,63.71
168.45,62.79
165.47,53.46
175.1,69.33
173.5,58.5
172.48,57.99
174.56,59.83
168.03,55.36
175.78,66.02
175.17,54.4
172.63,54.93
173.72,55.96
172.39,50.96
169.17,47.94
168.67,61.97
180.96,54.19
177.44,59.07
168.51,54.46
172.81,53.47
173.86,56.77
168.12,45.69
166.0,56.77
172.9,50.97
176.22,53.22
166.65,57.75
165.96,51.65
170.4,51.57
175.03,56.58
170.72,59.29
178.97,57.72
173.98,55.66
176.23,56.28
170.03,44.93
165.23,49.13
164.03,48.86
177.86,48.35
174.35,61.45
176.26,55.95
163.82,46.78
174.64,58.91
179.21,57.28
171.58,48.62
183.16,62.52
173.34,57.59
173.71,68.16
168.85,56.9
181.32,60.89
168.54,58.92
169.24,59.83
173.11,59.5
176.1,60.56
174.25,57.51
177.47,63.27
170.5,54.26
177.01,55.47
172.27,59.05
170.08,55.44
175.61,62.38
168.33,56.95
181.97,59.59
168.45,61.29
181.78,70.19
173.63,58.94
162.89,50.01
180.12,66.84
178.59,60.95
171.36,59.33
179.56,69.61
176.89,55.15
167.95,55.19
175.03,61.15
166.6,63.43
173.73,59.51
180.56,58.03
169.41,62.07
166.66,53.85
170.81,52.05
162.52,55.59
171.31,65.0
176.41,64.85
169.3,63.92
169.94,51.04
171.1,60.22
174.89,51.69
170.55,50.29
173.82,57.8
169.59,52.12
167.36,48.1
178.53,63.37
166.98,59.95
169.81,59.41
172.25,54.01
167.99,53.59
171.31,61.14
178.6,61.46
176.97,62.73
173.25,59.27
175.46,61.58
175.81,66.16
175.35,60.94
171.42,59.29
174.37,59.0
173.93,53.37
169.72,57.15
174.32,58.21
168.9,45.43
176.1,53.24
169.68,49.69
171.33,53.16
169.73,53.94
173.84,60.14
173.16,61.55
166.47,54.63
177.49,61.08
179.69,70.3
177.11,64.7
176.08,59.41
171.08,48.36
181.72,54.98
167.05,55.42
178.83,64.44
167.84,47.18
168.24,55.79
180.55,64.17
179.63,62.53
168.73,57.29
177.36,54.34
170.91,60.1
171.56,60.88
174.43,56.7
176.51,62.04
165.57,59.81
174.33,63.66
167.32,56.24
177.11,61.09
174.92,66.6
179.79,56.76
181.59,63.49
174.56,60.67
174.75,52.43
178.03,56.87
180.22,64.48
174.38,57.93
165.3,46.85
172.42,55.44
174.48,58.44
168.64,49.74
175.19,55.22
171.48,55.47
172.14,56.59
179.06,59.79
171.05,59.63
170.51,58.26
170.89,46.17
172.3,55.12
170.05,50.38
174.84,56.75
170.63,57.46
172.57,58.71
180.16,61.36
172.39,50.39
173.3,62.42
169.83,54.33
171.85,54.37
172.91,44.67
186.93,66.03
166.14,58.14
170.37,64.53
169.91,53.3
168.72,63.1
182.81,59.35
172.64,54.0
170.83,53.07
166.56,46.83
177.4,57.76
176.66,56.9
168.74,57.59
174.88,53.31
169.48,56.67
174.36,57.51
161.81,51.03
173.21,51.91
171.82,54.72
171.95,58.94
166.55,44.2
178.36,62.3
171.27,56.87
176.36,67.22
170.92,58.88
175.52,68.91
169.99,57.62
169.75,53.31
178.72,54.03
164.3,48.83
174.7,53.13
168.49,60.18
180.49,67.22
167.6,48.94
170.09,64.59
159.16,46.5
169.57,61.47
176.07,60.75
168.01,62.21
165.45,64.39
173.86,69.24
175.53,60.2
174.06,59.94
172.93,56.25
174.92,61.76
168.6,57.72
172.12,68.44
167.63,67.09
167.16,57.23
171.21,59.62
169.75,55.86
174.33,56.67
159.96,43.68
180.95,60.27
171.39,59.11
174.31,59.17
173.8,55.44
166.29,54.61
173.36,57.13
171.31,54.16
170.52,57.31
173.06,60.85
166.49,64.05
180.96,66.85
176.68,68.38
171.48,54.9
171.8,55.52
164.65,50.88
175.82,59.89
177.61,65.41
170.15,68.16
174.15,59.9
169.61,57.77
174.59,58.86
169.95,55.55
170.63,57.56
177.63,64.46
175.49,63.41
178.31,59.18
174.41,54.54
170.25,59.64
165.08,56.93
176.84,66.29
173.35,61.77
168.18,51.62
167.23,60.11
161.64,56.04
179.34,59.68
173.06,66.25
176.26,61.81
175.11,53.88
171.16,59.02
164.82,50.55
177.73,65.8
174.12,65.02
175.96,62.48
179.6,73.23
168.69,51.25
158.75,41.54
173.79,58.08
182.33,57.7
168.39,55.32
168.7,57.51
172.16,66.16
171.65,45.77
172.45,51.77
174.36,52.86
176.17,61.06
174.45,63.92
176.87,48.83
175.74,63.98
175.18,66.15
174.27,63.32
171.51,54.75
168.02,48.04
174.45,61.28
169.69,46.89
175.09,57.85
172.13,63.18
168.99,57.02
172.73,61.13
170.29,52.73
178.63,52.5
178.23,62.49
174.52,60.08
167.58,53.62
177.3,48.51
169.41,57.29
171.81,53.06
169.68,59.73
184.85,64.93
175.98,63.7
169.67,51.98
176.33,65.47
170.11,59.66
172.82,64.97
175.28,55.84
175.81,67.33
176.86,59.0
178.03,66.22
169.44,56.43
167.87,55.24
172.1,57.34
166.81,60.59
170.77,59.97
177.79,65.42
171.65,60.19
166.49,54.81
176.36,55.25
170.17,60.77
170.36,59.27
163.86,49.7
182.64,58.94
170.13,54.19
174.97,61.92
171.94,59.17
179.69,63.81
176.65,65.87
175.64,61.33
168.93,49.28
178.54,57.63
172.56,60.55
173.26,60.78
174.03,58.1
166.19,50.57
172.38,58.46
161.85,43.55
179.35,56.16
175.01,56.15
178.14,58.34
181.51,69.19
177.89,54.45
173.07,62.32
162.2,56.72
170.97,56.66
175.02,63.15
181.99,56.84
174.96,61.0
176.57,61.05
173.18,55.14
166.88,49.95
173.75,57.47
180.53,63.61
175.96,57.54
173.31,55.21
174.2,53.33
171.12,57.79
173.44,55.71
175.46,58.99
170.72,57.34
165.07,47.53
169.97,57.72
170.51,59.07
167.91,48.53
174.18,56.78
162.38,51.25
177.2,63.35
173.76,68.9
168.58,55.47
179.01,58.92
166.19,55.1
167.72,61.45
172.97,59.21
174.39,66.53
182.92,58.86
174.01,55.99
175.84,56.85
178.31,63.82
170.28,56.27
170.13,54.9
174.55,54.46
177.11,65.45
175.51,56.24
177.23,52.1
172.09,59.13
170.39,55.58
181.14,61.8
179.82,63.32
174.37,54.79
178.74,58.0
175.22,53.15
171.09,54.72
179.02,66.61
175.6,60.92
176.61,56.78
172.68,53.69
171.74,61.47
177.26,66.8
169.71,59.32
174.46,61.2
172.86,52.84
170.32,52.42
161.44,57.91
172.78,59.47
181.75,62.26
172.53,49.61
173.5,62.39
176.57,68.98
170.94,54.62
175.13,57.13
170.02,51.35
173.58,50.68
170.16,53.31
164.69,55.41
172.31,49.73
175.33,54.05
176.32,50.95
185.14,65.74
169.21,54.46
173.79,60.04
170.32,58.74
163.79,58.21
179.23,58.29
171.9,57.9
173.69,60.21
173.2,58.39
172.36,64.69
180.68,59.72
166.2,55.22
175.59,51.64
174.47,62.56
179.27,59.58
174.81,52.74
173.72,50.38
174.58,62.03
162.48,47.8
171.96,62.35
166.07,50.27
169.84,60.32
170.54,54.23
163.16,62.32
169.33,48.41
174.03,54.37
167.46,52.38
171.13,53.54
178.44,57.11
177.88,61.92
168.53,55.87
177.68,57.16
171.4,58.78
174.52,54.95
170.2,60.89
172.02,48.31
181.08,63.98
174.03,55.39
169.23,57.6
172.59,57.55
169.93,46.66
171.27,60.37
173.46,58.91
167.63,45.54
178.31,58.87
171.63,59.83
161.03,48.48
176.64,61.77
168.13,58.45
167.02,50.62
171.65,59.21
167.42,55.19
171.29,60.2
167.56,57.68
171.14,51.96
170.41,48.95
172.97,58.42
174.24,53.05
164.31,45.64
172.23,54.33
173.0,65.8
177.77,52.13
169.39,51.84
176.59,61.5
166.79,58.6
175.8,55.55
178.14,63.7
159.77,58.45
176.6,48.35
175.68,70.86
164.86,49.82
166.4,52.55
170.71,60.09
172.79,59.26
174.78,61.13
182.28,64.11
176.08,57.57
173.63,58.84
171.8,64.49
167.8,58.61
179.23,60.39
172.6,58.6
173.42,55.37
173.18,59.88
181.04,63.02
166.67,48.43
175.84,56.0
169.42,54.92
169.34,50.73
179.96,62.68
180.24,64.49
173.56,52.34
179.03,65.8
169.19,50.61
176.12,63.15
176.41,53.72
174.45,52.32
169.61,53.05
170.36,53.3
175.26,57.08
168.51,62.41
178.03,60.39
176.11,55.7
165.8,51.57
177.87,64.96
175.13,60.28
169.31,55.42
169.66,49.47
172.48,50.65
170.46,55.46
178.51,61.98
163.96,56.27
180.74,64.23
174.16,56.08
166.34,57.95
172.07,56.77
169.76,62.01
172.62,52.28
169.48,50.23
180.31,65.07
170.0,57.47
171.58,58.56
165.42,51.65
176.59,50.9
170.21,54.16
172.83,53.68
172.75,60.27
158.83,53.62
179.09,56.7
157.61,54.63
166.93,60.47
172.17,57.84
171.03,56.74
172.5,59.96
170.96,60.09
175.49,56.2
167.05,51.91
181.98,61.48
168.3,51.46
163.49,52.99
174.38,64.63
175.16,65.59
178.32,62.83
179.25,66.83
176.4,55.91
179.14,60.67
167.92,53.35
175.48,60.76
169.63,60.92
182.26,70.87
175.61,61.04
168.6,61.36
177.16,55.64
175.23,59.08
173.05,67.76
169.55,62.48
177.52,58.57
172.64,62.97
170.74,59.78
174.75,59.12
174.78,56.46
174.38,57.79
172.4,59.36
174.51,55.51
170.54,55.91
175.74,57.51
180.33,60.54
172.6,60.13
175.04,54.13
177.41,63.51
170.02,61.31
178.09,56.45
171.72,52.0
168.65,55.53
176.71,60.53
178.05,56.23
170.82,58.95
181.45,70.7
175.81,55.95
171.61,57.66
172.49,58.37
176.17,54.98
171.46,61.35
174.26,60.3
173.32,58.64
174.16,55.69
175.81,56.77
171.55,57.28
179.51,66.68
163.29,50.87
173.91,56.52
169.52,59.51
179.22,58.74
172.33,62.38
170.21,52.05
167.64,60.54
174.21,66.62
174.79,57.1
172.57,54.52
175.09,53.67
175.87,65.19
172.21,52.53
174.39,56.96
181.59,73.44
166.45,50.42
181.16,62.45
177.58,63.63
169.41,55.32
179.97,70.14
179.05,56.4
168.33,62.76
173.8,52.72
174.0,50.71
173.97,56.51
172.96,61.21
168.44,62.05
175.23,58.89
170.33,57.56
185.91,61.46
171.64,51.84
168.79,52.64
169.95,63.69
177.04,71.18
174.15,55.52
174.97,54.92
182.42,51.61
175.01,63.95
171.15,54.95
169.58,51.61
170.42,49.65
168.22,54.52
173.38,55.85
176.79,61.64
164.46,40.8
176.13,57.24
177.65,63.42
173.44,52.35
176.13,63.59
169.04,56.95
169.56,53.7
168.55,50.42
169.5,54.34
167.39,55.65
171.24,65.21
173.34,59.65
169.47,47.02
179.69,59.07
170.7,57.25
178.34,59.98
163.23,54.04
170.54,44.31
174.57,56.31
174.13,46.66
168.4,57.46
174.55,60.53
177.49,63.11
166.36,60.47
173.15,49.93
169.44,54.16
166.54,56.98
176.51,60.16
176.57,64.14
169.65,65.25
178.36,54.94
178.43,58.72
172.23,64.14
180.27,58.12
177.19,70.71
175.66,63.16
173.41,63.71
171.52,54.84
173.02,59.51
167.56,61.03
174.82,57.1
171.83,58.17
169.08,58.84
172.52,49.13
178.21,52.12
168.66,57.44
172.67,61.52
165.08,53.05
181.69,64.43
160.77,54.39
171.79,68.39
173.2,63.85
173.44,56.5
169.99,62.14
174.47,53.02
175.93,56.28
177.14,62.4
177.25,56.37
174.99,53.54
167.44,58.96
176.97,52.11
178.26,54.81
173.51,58.21
